STATIONS_ID;MESS_DATUM;QN_4;NEBEL;GEWITTER;STURM_6;STURM_8; TAU;GLATTEIS;REIF;GRAUPEL;HAGEL;eor
       1346;19491019;    5;   0;   0;   1;   0;   0;   0;   0;   0;   0;eor
       1346;19491020;    5;   1;   0;   1;   0;   1;   0;   0;   0;   0;eor
       1346;19491021;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491022;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491023;    5;   0;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491024;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491025;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491026;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491027;    5;   1;   0;   0;   1;   0;   0;   0;   1;   0;eor
       1346;19491028;    5;   1;   0;   0;   1;   0;   0;   1;   0;   0;eor
       1346;19491029;    5;   1;   0;   1;   0;   0;   0;   0;   0;   0;eor
       1346;19491030;    5;   1;   0;   0;   0;   0;   0;   0;   0;   0;eor
       1346;19491031;    5;   1;   0;   1;   0;   0;   0;   0;   0;   0;eor
       1346;19491101;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491102;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491103;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491104;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491105;    5;   0;   0;   1;   0;   0;   0;   0;   0;   0;eor
       1346;19491106;    5;   1;   0;   0;   1;   0;   0;   0;   1;   0;eor
       1346;19491107;    5;   0;   0;   0;   0;   0;   0;   0;   0;   0;eor
       1346;19491108;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491109;    5;   1;   0;   0;   1;   0;   0;   0;   0;   0;eor
       1346;19491110;    5;   1;   0;   0;   1;   0;   0;   0;   1;   0;eor
